client_id,age,job,marital,education,credit_default,mortgage
322,42,Technician,single,Unknown,True,True
323,40,Services,married,Basic,True,True
324,54,Technician,married,Professional Course,True,True
325,40,Housemaid,single,Professional Course,True,True
326,26,Admin,single,University Degree,True,True
327,33,Admin,married,High School,True,True
328,35,Blue-collar,married,Basic,True,True
329,36,Admin,married,High School,True,True
330,29,Services,single,High School,True,True
331,36,Blue-collar,married,Basic,True,True
332,35,Management,married,High School,True,True
333,50,Self-employed,single,University Degree,True,True
334,46,Services,married,High School,True,True
335,49,Entrepreneur,married,High School,True,True
336,42,Technician,single,Professional Course,True,True
337,36,Blue-collar,single,High School,True,True
338,55,Blue-collar,married,Basic,True,True
339,41,Management,married,University Degree,True,True
340,57,Management,married,Professional Course,True,True
341,32,Services,single,High School,True,True
342,49,Admin,married,Basic,True,True
343,57,Unknown,married,Unknown,True,True
344,58,Blue-collar,divorced,Basic,True,True
345,52,Technician,married,High School,True,True
346,50,Services,divorced,Professional Course,True,True
347,41,Blue-collar,single,Basic,True,True
348,33,Entrepreneur,married,University Degree,True,True
349,57,Blue-collar,married,Basic,True,True
350,48,Blue-collar,married,Basic,True,True
351,55,Technician,married,Professional Course,True,True
352,38,Management,married,University Degree,True,True
353,38,Services,married,High School,True,True
354,53,Admin,married,University Degree,True,True
355,43,Unemployed,single,University Degree,True,True
356,36,Blue-collar,single,High School,True,True
357,32,Blue-collar,married,Basic,True,True
358,33,Services,married,Basic,True,True
359,58,Entrepreneur,married,Basic,True,True
360,40,Unemployed,divorced,High School,True,True
361,57,Management,married,University Degree,True,True
362,45,Technician,married,High School,True,True
363,42,Blue-collar,married,Basic,True,True
364,46,Admin,married,University Degree,True,True
365,36,Technician,married,University Degree,True,True
366,41,Self-employed,married,High School,True,True
367,57,Admin,divorced,Basic,True,True
368,49,Blue-collar,married,Basic,True,True
369,56,Management,divorced,High School,True,True
370,37,Blue-collar,married,Basic,True,True
371,37,Blue-collar,married,Basic,True,True
372,46,Admin,single,High School,True,True
373,22,Blue-collar,single,Basic,True,True
374,43,Services,married,High School,True,True
375,49,Blue-collar,married,Unknown,True,True
376,41,Technician,married,Basic,True,True
377,38,Admin,single,University Degree,True,True
378,33,Admin,married,Basic,True,True
379,49,Admin,married,University Degree,True,True
380,30,Blue-collar,single,Unknown,True,True
381,33,Admin,married,Basic,True,True
382,34,Management,single,University Degree,True,True
383,30,Student,single,Unknown,True,True
384,59,Management,married,Basic,True,True
385,59,Management,married,Basic,True,True
386,41,Self-employed,married,University Degree,True,True
387,48,Housemaid,married,Basic,True,True
388,28,Unknown,single,Unknown,True,True
389,44,Services,married,High School,True,True
390,59,Retired,unknown,University Degree,True,True
391,50,Management,married,High School,True,True
392,35,Admin,married,University Degree,True,True
393,42,Admin,married,High School,True,True
394,45,Admin,married,Basic,True,True
395,36,Technician,married,Professional Course,True,True
396,56,Services,married,High School,True,True
397,29,Blue-collar,divorced,Basic,True,True
398,41,Self-employed,married,University Degree,True,True
399,42,Blue-collar,married,Basic,True,True
400,52,Services,single,High School,True,True
401,48,Services,married,High School,True,True
402,31,Blue-collar,married,High School,True,True
403,43,Unemployed,married,University Degree,True,True
404,36,Blue-collar,married,Basic,True,True
405,42,Entrepreneur,married,University Degree,True,True
406,52,Services,divorced,Basic,True,True
407,39,Admin,married,High School,True,True
408,36,Services,married,High School,True,True
409,42,Blue-collar,married,Basic,True,True
410,41,Admin,married,High School,True,True
411,55,Technician,married,Basic,True,True
412,30,Blue-collar,married,Basic,True,True
413,57,Retired,unknown,Basic,True,True
414,45,Entrepreneur,married,Basic,True,True
415,51,Blue-collar,married,Basic,True,True
416,39,Self-employed,single,Basic,True,True
417,47,Admin,married,High School,True,True
418,27,Services,married,High School,True,True
419,34,Technician,single,University Degree,True,True
420,57,Blue-collar,married,Basic,True,True
421,43,Entrepreneur,married,Basic,True,True
422,49,Blue-collar,married,Basic,True,True
423,39,Management,married,University Degree,True,True
424,38,Blue-collar,married,Basic,True,True
425,49,Blue-collar,married,Basic,True,True
426,58,Management,married,Basic,True,True
427,43,Technician,married,Professional Course,True,True
428,50,Unknown,married,Unknown,True,True
429,31,Services,married,High School,True,True
430,43,Self-employed,divorced,University Degree,True,True
431,43,Self-employed,married,Basic,True,True
432,30,Self-employed,single,University Degree,True,True
433,27,Services,single,Professional Course,True,True
434,51,Services,married,Unknown,True,True
435,37,Technician,married,Professional Course,True,True
436,46,Housemaid,married,Basic,True,True
437,35,Blue-collar,married,Professional Course,True,True
438,47,Admin,divorced,University Degree,True,True
439,46,Management,married,Unknown,True,True
440,40,Technician,married,Professional Course,True,True
441,26,Housemaid,married,University Degree,True,True
442,32,Blue-collar,divorced,Basic,True,True
443,45,Management,married,University Degree,True,True
444,34,Admin,married,Basic,True,True
445,47,Blue-collar,married,Unknown,True,True
446,42,Technician,married,Professional Course,True,True
447,57,Technician,married,Basic,True,True
448,57,Technician,married,Basic,True,True
449,38,Blue-collar,married,Basic,True,True
450,57,Technician,married,Basic,True,True
451,28,Student,single,Basic,True,True
452,60,Management,married,University Degree,True,True
453,48,Admin,married,University Degree,True,True
454,47,Technician,married,Professional Course,True,True
455,40,Admin,married,High School,True,True
456,51,Management,married,Professional Course,True,True
457,48,Unemployed,single,Basic,True,True
458,54,Housemaid,married,Basic,True,True
459,40,Blue-collar,married,Basic,True,True
460,44,Admin,single,Basic,True,True
461,42,Technician,divorced,High School,True,True
462,52,Self-employed,married,University Degree,True,True
463,31,Blue-collar,single,Basic,True,True
464,32,Services,married,High School,True,True
465,44,Admin,married,High School,True,True
466,39,Management,married,Basic,True,True
467,57,Management,married,Professional Course,True,True
468,52,Admin,married,Basic,True,True
469,42,Management,married,University Degree,True,True
470,42,Technician,single,Professional Course,True,True
471,43,Management,married,Professional Course,True,True
472,31,Admin,divorced,High School,True,True
473,29,Admin,married,University Degree,True,True
474,57,Blue-collar,divorced,Basic,True,True
475,44,Blue-collar,married,Basic,True,True
476,59,Unknown,married,Unknown,True,True
477,39,Blue-collar,married,Basic,True,True
478,57,Retired,married,University Degree,True,True
479,41,Management,married,Unknown,True,True
480,37,Technician,single,High School,True,True
481,38,Services,married,High School,True,True
482,42,Retired,married,Basic,True,True
483,49,Unknown,married,Unknown,True,True
484,54,Management,married,Basic,True,True
485,36,Admin,married,University Degree,True,True
486,32,Admin,single,University Degree,True,True
487,35,Technician,married,Professional Course,True,True
488,45,Housemaid,married,Professional Course,True,True
489,56,Technician,married,Unknown,True,True
490,34,Technician,married,University Degree,True,True
491,41,Unemployed,married,Basic,True,True
492,41,Services,married,Basic,True,True
493,36,Blue-collar,married,Basic,True,True
494,32,Admin,single,University Degree,True,True
495,31,Services,married,High School,True,True
496,38,Technician,married,Professional Course,True,True
497,35,Admin,divorced,University Degree,True,True
498,53,Admin,married,Professional Course,True,True
499,51,Admin,married,Basic,True,True
500,56,Entrepreneur,married,University Degree,True,True
501,33,Admin,married,Basic,True,True
502,33,Admin,married,Basic,True,True
503,51,Services,divorced,High School,True,True
504,39,Services,married,High School,True,True
505,45,Entrepreneur,married,University Degree,True,True
506,40,Technician,single,University Degree,True,True
507,60,Unknown,single,Unknown,True,True
508,33,Technician,married,University Degree,True,True
509,47,Blue-collar,married,High School,True,True
510,48,Blue-collar,married,Basic,True,True
511,43,Entrepreneur,married,High School,True,True
512,37,Management,married,University Degree,True,True
513,50,Services,married,Basic,True,True
514,59,Entrepreneur,married,High School,True,True
515,32,Technician,married,Unknown,True,True
516,42,Housemaid,single,Basic,True,True
517,52,Blue-collar,married,Basic,True,True
518,42,Blue-collar,married,Unknown,True,True
519,42,Admin,married,Unknown,True,True
520,40,Management,married,Basic,True,True
521,38,Blue-collar,married,Basic,True,True
522,39,Blue-collar,married,Basic,True,True
523,39,Blue-collar,married,Basic,True,True
524,38,Admin,married,High School,True,True
525,47,Admin,single,Unknown,True,True
526,30,Services,single,High School,True,True
527,38,Admin,divorced,High School,True,True
528,39,Technician,divorced,University Degree,True,True
529,44,Admin,married,High School,True,True
530,36,Admin,married,High School,True,True
531,41,Services,married,High School,True,True
532,41,Blue-collar,married,Basic,True,True
533,35,Blue-collar,married,Basic,True,True
534,41,Technician,married,High School,True,True
535,36,Services,married,High School,True,True
536,35,Admin,single,High School,True,True
537,33,Blue-collar,single,Basic,True,True
538,38,Admin,single,Basic,True,True
539,33,Self-employed,married,University Degree,True,True
540,55,Self-employed,married,Unknown,True,True
541,36,Blue-collar,single,Basic,True,True
542,57,Technician,married,Professional Course,True,True
543,32,Entrepreneur,single,University Degree,True,True
544,30,Self-employed,single,High School,True,True
545,43,Admin,married,Professional Course,True,True
546,46,Admin,married,University Degree,True,True
547,35,Admin,divorced,High School,True,True
548,34,Admin,single,University Degree,True,True
549,50,Blue-collar,married,Basic,True,True
550,39,Admin,single,University Degree,True,True
551,39,Blue-collar,married,Basic,True,True
552,42,Entrepreneur,married,Basic,True,True
553,57,Retired,married,University Degree,True,True
554,45,Blue-collar,married,Basic,True,True
555,40,Technician,married,Basic,True,True
556,42,Blue-collar,married,High School,True,True
557,40,Technician,married,Basic,True,True
558,38,Blue-collar,single,Basic,True,True
559,39,Blue-collar,married,Basic,True,True
560,41,Blue-collar,married,Basic,True,True
561,39,Blue-collar,married,Basic,True,True
562,41,Blue-collar,married,Basic,True,True
563,45,Admin,married,University Degree,True,True
564,35,Admin,divorced,University Degree,True,True
565,35,Admin,married,Basic,True,True
566,49,Blue-collar,married,High School,True,True
567,36,Technician,married,Unknown,True,True
568,23,Admin,single,University Degree,True,True
569,43,Unemployed,married,University Degree,True,True
570,49,Entrepreneur,married,Professional Course,True,True
571,36,Technician,married,Professional Course,True,True
572,51,Blue-collar,married,Basic,True,True
573,56,Retired,married,Basic,True,True
574,45,Housemaid,married,High School,True,True
575,42,Admin,married,High School,True,True
576,41,Admin,divorced,High School,True,True
577,32,Services,married,High School,True,True
578,46,Management,married,University Degree,True,True
579,37,Blue-collar,married,Unknown,True,True
580,53,Management,married,University Degree,True,True
581,30,Blue-collar,married,Basic,True,True
582,45,Unknown,married,Unknown,True,True
583,24,Technician,single,Professional Course,True,True
584,45,Unknown,married,Unknown,True,True
585,34,Admin,single,University Degree,True,True
586,41,Management,married,University Degree,True,True
587,59,Blue-collar,married,Basic,True,True
588,45,Blue-collar,married,Basic,True,True
589,54,Blue-collar,married,Basic,True,True
590,32,Technician,married,Professional Course,True,True
591,33,Technician,married,Professional Course,True,True
592,32,Admin,married,University Degree,True,True
593,34,Services,single,High School,True,True
594,46,Management,married,University Degree,True,True
595,57,Technician,married,Professional Course,True,True
596,42,Technician,married,Basic,True,True
597,48,Admin,married,Professional Course,True,True
598,58,Admin,divorced,University Degree,True,True
599,34,Services,married,High School,True,True
600,32,Admin,single,University Degree,True,True
601,48,Blue-collar,married,Basic,True,True
602,47,Blue-collar,married,Basic,True,True
603,31,Services,married,High School,True,True
604,32,Admin,single,University Degree,True,True
605,32,Admin,single,University Degree,True,True
606,36,Services,married,High School,True,True
607,53,Blue-collar,married,Basic,True,True
608,37,Blue-collar,married,Basic,True,True
609,50,Services,married,High School,True,True
610,46,Blue-collar,married,Basic,True,True
611,41,Admin,married,High School,True,True
612,43,Blue-collar,single,Basic,True,True
613,51,Management,married,University Degree,True,True
614,38,Admin,married,University Degree,True,True
615,41,Technician,married,Basic,True,True
616,39,Services,married,High School,True,True
617,52,Blue-collar,married,Basic,True,True
618,37,Technician,married,Professional Course,True,True
619,41,Admin,married,Basic,True,True
620,46,Admin,divorced,University Degree,True,True
621,47,Technician,married,Professional Course,True,True
622,35,Technician,married,Professional Course,True,True
623,38,Services,married,High School,True,True
624,30,Blue-collar,single,Unknown,True,True
625,46,Blue-collar,married,Basic,True,True
626,30,Technician,married,Professional Course,True,True
627,35,Services,single,Basic,True,True
628,58,Admin,married,Unknown,True,True
629,40,Technician,married,Professional Course,True,True
630,34,Technician,married,University Degree,True,True
631,30,Admin,single,University Degree,True,True
632,38,Services,married,Basic,True,True
633,55,Management,single,Basic,True,True
634,55,Management,married,University Degree,True,True
635,45,Technician,single,Professional Course,True,True
636,36,Admin,married,University Degree,True,True
637,32,Admin,single,University Degree,True,True
638,35,Technician,married,Unknown,True,True
639,55,Management,divorced,University Degree,True,True
640,49,Housemaid,married,Basic,True,True
641,29,Admin,married,High School,True,True
642,34,Blue-collar,married,Basic,True,True
643,54,Retired,married,High School,True,True
644,36,Technician,single,Professional Course,True,True
645,30,Management,single,University Degree,True,True
646,33,Housemaid,divorced,University Degree,True,True
647,37,Blue-collar,married,High School,True,True
648,36,Technician,married,Basic,True,True
649,33,Blue-collar,married,High School,True,True
650,32,Housemaid,married,High School,True,True
651,32,Housemaid,married,High School,True,True
652,50,Blue-collar,married,Basic,True,True
653,39,Blue-collar,married,Basic,True,True
654,51,Blue-collar,divorced,Unknown,True,True
655,33,Services,married,High School,True,True
656,33,Services,married,Basic,True,True
657,56,Management,married,University Degree,True,True
658,39,Management,divorced,University Degree,True,True
659,33,Self-employed,single,University Degree,True,True
660,59,Retired,divorced,Basic,True,True
661,42,Admin,single,Unknown,True,True
662,43,Services,married,High School,True,True
663,35,Admin,married,University Degree,True,True
664,46,Blue-collar,married,Basic,True,True
665,27,Technician,married,Basic,True,True
666,47,Admin,divorced,University Degree,True,True
667,31,Admin,single,University Degree,True,True
668,32,Blue-collar,married,Basic,True,True
669,54,Admin,married,High School,True,True
670,56,Management,married,University Degree,True,True
671,48,Services,single,High School,True,True
672,44,Admin,married,High School,True,True
673,46,Admin,married,High School,True,True
674,45,Services,married,High School,True,True
675,43,Admin,married,Professional Course,True,True
676,40,Admin,single,High School,True,True
677,56,Management,married,University Degree,True,True
678,47,Entrepreneur,married,Professional Course,True,True
679,39,Management,divorced,University Degree,True,True
680,48,Technician,married,Basic,True,True
681,45,Housemaid,married,Professional Course,True,True
682,36,Self-employed,married,University Degree,True,True
683,49,Management,married,Professional Course,True,True
684,46,Services,married,High School,True,True
685,38,Blue-collar,married,Basic,True,True
686,50,Housemaid,married,Basic,True,True
687,27,Admin,single,High School,True,True
688,40,Technician,married,Professional Course,True,True
689,46,Management,married,University Degree,True,True
690,40,Admin,divorced,University Degree,True,True
691,33,Management,single,University Degree,True,True
692,54,Retired,married,High School,True,True
693,52,Blue-collar,married,Basic,True,True
694,53,Admin,married,University Degree,True,True
695,49,Services,married,High School,True,True
696,42,Blue-collar,married,Basic,True,True
697,49,Housemaid,married,Basic,True,True
698,40,Entrepreneur,married,Basic,True,True
699,59,Admin,married,University Degree,True,True
700,51,Self-employed,married,Basic,True,True
701,57,Housemaid,married,Basic,True,True
702,38,Self-employed,divorced,Basic,True,True
703,52,Self-employed,married,University Degree,True,True
704,26,Unemployed,single,Basic,True,True
705,35,Admin,married,University Degree,True,True
706,51,Admin,married,University Degree,True,True
707,43,Blue-collar,married,Basic,True,True
708,42,Admin,married,High School,True,True
709,60,Retired,divorced,University Degree,True,True
710,36,Blue-collar,married,Basic,True,True
711,57,Management,married,University Degree,True,True
712,35,Student,single,University Degree,True,True
713,30,Admin,married,University Degree,True,True
714,43,Services,married,High School,True,True
715,40,Technician,married,Basic,True,True
716,45,Technician,married,University Degree,True,True
717,56,Retired,married,High School,True,True
718,46,Services,married,Basic,True,True
719,41,Blue-collar,married,Basic,True,True
720,42,Admin,married,University Degree,True,True
721,56,Blue-collar,married,Basic,True,True
