client_id,cons_price_idx,euribor_three_months,last_contact_date
148,93.994,4.857,2022-05-28
149,93.994,4.857,2022-05-25
150,93.994,4.857,2022-05-03
151,93.994,4.857,2022-05-22
152,93.994,4.857,2022-05-08
153,93.994,4.857,2022-05-03
154,93.994,4.857,2022-05-12
155,93.994,4.857,2022-05-15
156,93.994,4.857,2022-05-25
157,93.994,4.857,2022-05-29
158,93.994,4.857,2022-05-07
159,93.994,4.857,2022-05-27
160,93.994,4.857,2022-05-03
161,93.994,4.857,2022-05-09
162,93.994,4.857,2022-05-29
163,93.994,4.857,2022-05-15
164,93.994,4.857,2022-05-18
165,93.994,4.857,2022-05-22
166,93.994,4.857,2022-05-04
167,93.994,4.857,2022-05-12
168,93.994,4.857,2022-05-19
169,93.994,4.857,2022-05-25
170,93.994,4.857,2022-05-12
171,93.994,4.857,2022-05-05
172,93.994,4.857,2022-05-24
173,93.994,4.857,2022-05-07
174,93.994,4.857,2022-05-02
175,93.994,4.857,2022-05-09
176,93.994,4.857,2022-05-29
177,93.994,4.857,2022-05-13
178,93.994,4.857,2022-05-11
179,93.994,4.857,2022-05-30
180,93.994,4.857,2022-05-12
181,93.994,4.857,2022-05-31
182,93.994,4.857,2022-05-20
183,93.994,4.857,2022-05-08
184,93.994,4.857,2022-05-13
185,93.994,4.857,2022-05-19
186,93.994,4.857,2022-05-20
187,93.994,4.857,2022-05-03
188,93.994,4.857,2022-05-18
189,93.994,4.857,2022-05-19
190,93.994,4.857,2022-05-10
191,93.994,4.857,2022-05-19
192,93.994,4.857,2022-05-07
193,93.994,4.857,2022-05-26
194,93.994,4.857,2022-05-31
195,93.994,4.857,2022-05-06
196,93.994,4.857,2022-05-07
197,93.994,4.857,2022-05-29
198,93.994,4.857,2022-05-25
199,93.994,4.857,2022-05-29
200,93.994,4.857,2022-05-09
201,93.994,4.857,2022-05-15
202,93.994,4.857,2022-05-20
203,93.994,4.857,2022-05-13
204,93.994,4.857,2022-05-09
205,93.994,4.857,2022-05-10
206,93.994,4.857,2022-05-04
207,93.994,4.857,2022-05-26
208,93.994,4.857,2022-05-08
209,93.994,4.857,2022-05-24
210,93.994,4.857,2022-05-19
211,93.994,4.857,2022-05-25
212,93.994,4.857,2022-05-31
213,93.994,4.857,2022-05-05
214,93.994,4.857,2022-05-14
215,93.994,4.857,2022-05-22
216,93.994,4.857,2022-05-02
217,93.994,4.857,2022-05-20
218,93.994,4.857,2022-05-29
219,93.994,4.857,2022-05-09
220,93.994,4.857,2022-05-20
221,93.994,4.857,2022-05-26
222,93.994,4.857,2022-05-26
223,93.994,4.857,2022-05-19
224,93.994,4.857,2022-05-15
225,93.994,4.857,2022-05-17
226,93.994,4.857,2022-05-26
227,93.994,4.857,2022-05-08
228,93.994,4.857,2022-05-09
229,93.994,4.857,2022-05-19
230,93.994,4.857,2022-05-06
231,93.994,4.857,2022-05-23
232,93.994,4.857,2022-05-27
233,93.994,4.857,2022-05-17
234,93.994,4.857,2022-05-10
235,93.994,4.857,2022-05-06
236,93.994,4.857,2022-05-19
237,93.994,4.857,2022-05-24
238,93.994,4.857,2022-05-04
239,93.994,4.857,2022-05-02
240,93.994,4.857,2022-05-10
241,93.994,4.857,2022-05-04
242,93.994,4.857,2022-05-02
243,93.994,4.857,2022-05-17
244,93.994,4.857,2022-05-11
245,93.994,4.857,2022-05-16
246,93.994,4.857,2022-05-20
247,93.994,4.857,2022-05-06
248,93.994,4.857,2022-05-10
249,93.994,4.857,2022-05-24
250,93.994,4.857,2022-05-23
251,93.994,4.857,2022-05-07
252,93.994,4.857,2022-05-26
253,93.994,4.857,2022-05-24
254,93.994,4.857,2022-05-08
255,93.994,4.857,2022-05-15
256,93.994,4.857,2022-05-06
257,93.994,4.857,2022-05-01
258,93.994,4.857,2022-05-22
259,93.994,4.857,2022-05-04
260,93.994,4.857,2022-05-07
261,93.994,4.857,2022-05-26
262,93.994,4.857,2022-05-17
263,93.994,4.857,2022-05-16
264,93.994,4.857,2022-05-24
265,93.994,4.857,2022-05-10
266,93.994,4.857,2022-05-18
267,93.994,4.857,2022-05-09
268,93.994,4.857,2022-05-13
269,93.994,4.857,2022-05-25
270,93.994,4.857,2022-05-26
271,93.994,4.857,2022-05-10
272,93.994,4.857,2022-05-05
273,93.994,4.857,2022-05-25
274,93.994,4.857,2022-05-28
275,93.994,4.857,2022-05-16
276,93.994,4.857,2022-05-08
277,93.994,4.857,2022-05-22
278,93.994,4.857,2022-05-04
279,93.994,4.857,2022-05-31
280,93.994,4.857,2022-05-04
281,93.994,4.857,2022-05-10
282,93.994,4.857,2022-05-09
283,93.994,4.857,2022-05-18
284,93.994,4.857,2022-05-28
285,93.994,4.857,2022-05-11
286,93.994,4.857,2022-05-31
287,93.994,4.857,2022-05-25
288,93.994,4.857,2022-05-15
289,93.994,4.857,2022-05-23
290,93.994,4.857,2022-05-07
291,93.994,4.857,2022-05-09
292,93.994,4.857,2022-05-15
293,93.994,4.857,2022-05-16
294,93.994,4.857,2022-05-05
295,93.994,4.857,2022-05-03
296,93.994,4.857,2022-05-31
297,93.994,4.857,2022-05-06
298,93.994,4.857,2022-05-13
299,93.994,4.857,2022-05-25
300,93.994,4.857,2022-05-19
301,93.994,4.857,2022-05-27
302,93.994,4.857,2022-05-05
303,93.994,4.857,2022-05-13
304,93.994,4.857,2022-05-22
305,93.994,4.857,2022-05-08
306,93.994,4.857,2022-05-22
307,93.994,4.857,2022-05-15
308,93.994,4.857,2022-05-09
309,93.994,4.857,2022-05-20
310,93.994,4.857,2022-05-13
311,93.994,4.857,2022-05-27
312,93.994,4.857,2022-05-28
313,93.994,4.857,2022-05-17
314,93.994,4.857,2022-05-09
315,93.994,4.857,2022-05-07
316,93.994,4.857,2022-05-13
317,93.994,4.857,2022-05-19
318,93.994,4.857,2022-05-20
319,93.994,4.857,2022-05-07
320,93.994,4.857,2022-05-22
321,93.994,4.857,2022-05-31
322,93.994,4.857,2022-05-10
323,93.994,4.857,2022-05-15
324,93.994,4.857,2022-05-10
325,93.994,4.857,2022-05-23
326,93.994,4.857,2022-05-01
327,93.994,4.857,2022-05-16
328,93.994,4.857,2022-05-27
329,93.994,4.857,2022-05-21
330,93.994,4.857,2022-05-31
331,93.994,4.857,2022-05-09
332,93.994,4.857,2022-05-30
333,93.994,4.857,2022-05-07
334,93.994,4.857,2022-05-01
335,93.994,4.857,2022-05-28
336,93.994,4.857,2022-05-27
337,93.994,4.857,2022-05-29
338,93.994,4.857,2022-05-19
339,93.994,4.857,2022-05-10
340,93.994,4.857,2022-05-05
341,93.994,4.857,2022-05-11
342,93.994,4.857,2022-05-22
343,93.994,4.857,2022-05-26
344,93.994,4.857,2022-05-02
345,93.994,4.857,2022-05-24
346,93.994,4.857,2022-05-26
347,93.994,4.857,2022-05-25
348,93.994,4.857,2022-05-23
349,93.994,4.857,2022-05-03
350,93.994,4.857,2022-05-06
351,93.994,4.857,2022-05-01
352,93.994,4.857,2022-05-22
353,93.994,4.857,2022-05-01
354,93.994,4.857,2022-05-20
355,93.994,4.857,2022-05-07
356,93.994,4.857,2022-05-02
357,93.994,4.857,2022-05-21
358,93.994,4.857,2022-05-28
359,93.994,4.857,2022-05-27
360,93.994,4.857,2022-05-16
361,93.994,4.857,2022-05-30
362,93.994,4.857,2022-05-08
363,93.994,4.857,2022-05-22
364,93.994,4.857,2022-05-24
365,93.994,4.857,2022-05-05
366,93.994,4.857,2022-05-24
367,93.994,4.857,2022-05-08
368,93.994,4.857,2022-05-26
369,93.994,4.857,2022-05-12
370,93.994,4.857,2022-05-02
371,93.994,4.857,2022-05-04
372,93.994,4.857,2022-05-01
373,93.994,4.857,2022-05-16
374,93.994,4.857,2022-05-16
375,93.994,4.857,2022-05-21
376,93.994,4.857,2022-05-11
377,93.994,4.857,2022-05-01
378,93.994,4.857,2022-05-28
379,93.994,4.857,2022-05-26
380,93.994,4.857,2022-05-18
381,93.994,4.857,2022-05-13
382,93.994,4.857,2022-05-21
383,93.994,4.857,2022-05-24
384,93.994,4.857,2022-05-08
385,93.994,4.857,2022-05-07
386,93.994,4.857,2022-05-13
387,93.994,4.857,2022-05-31
388,93.994,4.857,2022-05-02
389,93.994,4.857,2022-05-10
390,93.994,4.857,2022-05-03
391,93.994,4.857,2022-05-29
392,93.994,4.857,2022-05-10
393,93.994,4.857,2022-05-24
394,93.994,4.857,2022-05-23
395,93.994,4.857,2022-05-06
396,93.994,4.857,2022-05-03
397,93.994,4.857,2022-05-04
398,93.994,4.857,2022-05-17
399,93.994,4.857,2022-05-05
400,93.994,4.857,2022-05-22
401,93.994,4.857,2022-05-21
402,93.994,4.857,2022-05-23
403,93.994,4.857,2022-05-19
404,93.994,4.857,2022-05-16
405,93.994,4.857,2022-05-04
406,93.994,4.857,2022-05-26
407,93.994,4.857,2022-05-03
408,93.994,4.857,2022-05-23
409,93.994,4.857,2022-05-30
410,93.994,4.857,2022-05-03
411,93.994,4.857,2022-05-12
412,93.994,4.857,2022-05-01
413,93.994,4.857,2022-05-01
414,93.994,4.857,2022-05-23
415,93.994,4.857,2022-05-24
416,93.994,4.857,2022-05-18
417,93.994,4.857,2022-05-22
418,93.994,4.857,2022-05-03
419,93.994,4.857,2022-05-23
420,93.994,4.857,2022-05-05
421,93.994,4.857,2022-05-30
422,93.994,4.857,2022-05-08
423,93.994,4.857,2022-05-11
424,93.994,4.857,2022-05-20
425,93.994,4.857,2022-05-16
426,93.994,4.857,2022-05-09
427,93.994,4.857,2022-05-01
428,93.994,4.857,2022-05-03
429,93.994,4.857,2022-05-12
430,93.994,4.857,2022-05-29
431,93.994,4.857,2022-05-13
432,93.994,4.857,2022-05-22
433,93.994,4.857,2022-05-25
434,93.994,4.857,2022-05-26
435,93.994,4.857,2022-05-05
436,93.994,4.857,2022-05-13
437,93.994,4.857,2022-05-22
438,93.994,4.857,2022-05-18
439,93.994,4.857,2022-05-18
440,93.994,4.857,2022-05-11
441,93.994,4.857,2022-05-22
442,93.994,4.857,2022-05-27
443,93.994,4.857,2022-05-20
444,93.994,4.857,2022-05-13
445,93.994,4.857,2022-05-07
446,93.994,4.857,2022-05-29
447,93.994,4.857,2022-05-16
448,93.994,4.857,2022-05-15
449,93.994,4.857,2022-05-09
450,93.994,4.857,2022-05-17
451,93.994,4.857,2022-05-13
452,93.994,4.857,2022-05-07
453,93.994,4.857,2022-05-23
454,93.994,4.857,2022-05-19
455,93.994,4.857,2022-05-30
456,93.994,4.857,2022-05-03
457,93.994,4.857,2022-05-08
458,93.994,4.857,2022-05-01
459,93.994,4.857,2022-05-09
460,93.994,4.857,2022-05-25
461,93.994,4.857,2022-05-21
462,93.994,4.857,2022-05-22
463,93.994,4.857,2022-05-18
464,93.994,4.857,2022-05-26
465,93.994,4.857,2022-05-05
466,93.994,4.857,2022-05-12
467,93.994,4.857,2022-05-20
468,93.994,4.857,2022-05-13
469,93.994,4.857,2022-05-18
470,93.994,4.857,2022-05-10
471,93.994,4.857,2022-05-04
472,93.994,4.857,2022-05-11
473,93.994,4.857,2022-05-16
474,93.994,4.857,2022-05-30
475,93.994,4.857,2022-05-22
476,93.994,4.857,2022-05-06
477,93.994,4.857,2022-05-27
478,93.994,4.857,2022-05-03
479,93.994,4.857,2022-05-23
480,93.994,4.857,2022-05-05
481,93.994,4.857,2022-05-16
482,93.994,4.857,2022-05-04
483,93.994,4.857,2022-05-24
484,93.994,4.857,2022-05-31
485,93.994,4.857,2022-05-30
486,93.994,4.857,2022-05-02
487,93.994,4.857,2022-05-06
488,93.994,4.857,2022-05-02
489,93.994,4.857,2022-05-06
490,93.994,4.857,2022-05-18
491,93.994,4.857,2022-05-17
492,93.994,4.857,2022-05-10
493,93.994,4.857,2022-05-28
494,93.994,4.857,2022-05-29
495,93.994,4.857,2022-05-16
496,93.994,4.857,2022-05-01
497,93.994,4.857,2022-05-16
498,93.994,4.857,2022-05-10
499,93.994,4.857,2022-05-02
500,93.994,4.857,2022-05-19
501,93.994,4.857,2022-05-04
502,93.994,4.857,2022-05-25
503,93.994,4.857,2022-05-08
504,93.994,4.857,2022-05-31
505,93.994,4.857,2022-05-10
506,93.994,4.857,2022-05-10
507,93.994,4.857,2022-05-11
508,93.994,4.857,2022-05-12
509,93.994,4.857,2022-05-25
510,93.994,4.857,2022-05-09
511,93.994,4.857,2022-05-17
512,93.994,4.857,2022-05-19
513,93.994,4.857,2022-05-11
514,93.994,4.857,2022-05-21
515,93.994,4.857,2022-05-04
516,93.994,4.857,2022-05-28
517,93.994,4.857,2022-05-08
518,93.994,4.857,2022-05-11
519,93.994,4.857,2022-05-08
520,93.994,4.857,2022-05-01
521,93.994,4.857,2022-05-23
522,93.994,4.857,2022-05-04
523,93.994,4.857,2022-05-19
524,93.994,4.857,2022-05-02
525,93.994,4.857,2022-05-04
526,93.994,4.857,2022-05-07
527,93.994,4.857,2022-05-06
528,93.994,4.857,2022-05-16
529,93.994,4.857,2022-05-22
530,93.994,4.857,2022-05-07
531,93.994,4.857,2022-05-25
532,93.994,4.857,2022-05-16
533,93.994,4.857,2022-05-03
534,93.994,4.857,2022-05-29
535,93.994,4.857,2022-05-20
536,93.994,4.857,2022-05-30
537,93.994,4.857,2022-05-23
538,93.994,4.857,2022-05-29
539,93.994,4.857,2022-05-09
540,93.994,4.857,2022-05-23
541,93.994,4.857,2022-05-26
542,93.994,4.857,2022-05-18
543,93.994,4.857,2022-05-29
544,93.994,4.857,2022-05-25
545,93.994,4.857,2022-05-01
546,93.994,4.857,2022-05-28
547,93.994,4.857,2022-05-03
548,93.994,4.857,2022-05-25
549,93.994,4.857,2022-05-03
550,93.994,4.857,2022-05-04
551,93.994,4.857,2022-05-22
552,93.994,4.857,2022-05-11
553,93.994,4.857,2022-05-14
554,93.994,4.857,2022-05-25
555,93.994,4.857,2022-05-13
556,93.994,4.857,2022-05-02
557,93.994,4.857,2022-05-12
558,93.994,4.857,2022-05-19
559,93.994,4.857,2022-05-21
560,93.994,4.857,2022-05-18
561,93.994,4.857,2022-05-22
562,93.994,4.857,2022-05-27
563,93.994,4.857,2022-05-06
564,93.994,4.857,2022-05-12
565,93.994,4.857,2022-05-16
566,93.994,4.857,2022-05-23
567,93.994,4.857,2022-05-14
568,93.994,4.857,2022-05-29
569,93.994,4.857,2022-05-21
570,93.994,4.857,2022-05-22
571,93.994,4.857,2022-05-17
572,93.994,4.857,2022-05-25
573,93.994,4.857,2022-05-27
574,93.994,4.857,2022-05-24
575,93.994,4.857,2022-05-30
576,93.994,4.857,2022-05-31
577,93.994,4.857,2022-05-12
578,93.994,4.857,2022-05-08
579,93.994,4.857,2022-05-02
580,93.994,4.857,2022-05-13
581,93.994,4.857,2022-05-02
582,93.994,4.857,2022-05-13
583,93.994,4.857,2022-05-28
584,93.994,4.857,2022-05-18
585,93.994,4.857,2022-05-07
586,93.994,4.857,2022-05-06
587,93.994,4.857,2022-05-10
588,93.994,4.857,2022-05-06
589,93.994,4.857,2022-05-09
590,93.994,4.857,2022-05-15
591,93.994,4.857,2022-05-06
592,93.994,4.857,2022-05-20
593,93.994,4.857,2022-05-26
594,93.994,4.857,2022-05-23
595,93.994,4.857,2022-05-14
596,93.994,4.857,2022-05-30
597,93.994,4.857,2022-05-11
598,93.994,4.857,2022-05-07
599,93.994,4.857,2022-05-27
600,93.994,4.857,2022-05-31
601,93.994,4.857,2022-05-10
602,93.994,4.857,2022-05-25
603,93.994,4.857,2022-05-14
604,93.994,4.857,2022-05-07
605,93.994,4.857,2022-05-22
606,93.994,4.857,2022-05-23
607,93.994,4.857,2022-05-06
608,93.994,4.857,2022-05-22
609,93.994,4.857,2022-05-18
610,93.994,4.857,2022-05-27
611,93.994,4.857,2022-05-01
612,93.994,4.857,2022-05-22
613,93.994,4.857,2022-05-31
614,93.994,4.857,2022-05-20
615,93.994,4.857,2022-05-13
616,93.994,4.857,2022-05-31
617,93.994,4.857,2022-05-01
618,93.994,4.857,2022-05-06
619,93.994,4.857,2022-05-11
620,93.994,4.857,2022-05-01
621,93.994,4.857,2022-05-11
622,93.994,4.857,2022-05-04
623,93.994,4.857,2022-05-07
624,93.994,4.857,2022-05-27
625,93.994,4.857,2022-05-06
626,93.994,4.857,2022-05-01
627,93.994,4.857,2022-05-18
628,93.994,4.857,2022-05-22
629,93.994,4.857,2022-05-16
630,93.994,4.857,2022-05-29
631,93.994,4.857,2022-05-03
632,93.994,4.857,2022-05-29
633,93.994,4.857,2022-05-30
634,93.994,4.857,2022-05-21
635,93.994,4.857,2022-05-23
636,93.994,4.857,2022-05-15
637,93.994,4.857,2022-05-13
638,93.994,4.857,2022-05-05
639,93.994,4.857,2022-05-30
640,93.994,4.857,2022-05-17
641,93.994,4.857,2022-05-06
642,93.994,4.857,2022-05-07
643,93.994,4.857,2022-05-25
644,93.994,4.857,2022-05-08
645,93.994,4.857,2022-05-30
646,93.994,4.857,2022-05-27
647,93.994,4.857,2022-05-10
648,93.994,4.857,2022-05-29
649,93.994,4.857,2022-05-21
650,93.994,4.857,2022-05-10
651,93.994,4.857,2022-05-05
652,93.994,4.857,2022-05-25
653,93.994,4.857,2022-05-18
654,93.994,4.857,2022-05-13
655,93.994,4.857,2022-05-15
656,93.994,4.857,2022-05-17
657,93.994,4.857,2022-05-12
658,93.994,4.857,2022-05-30
659,93.994,4.857,2022-05-17
660,93.994,4.857,2022-05-05
661,93.994,4.857,2022-05-18
662,93.994,4.857,2022-05-06
663,93.994,4.857,2022-05-21
664,93.994,4.857,2022-05-06
665,93.994,4.857,2022-05-14
666,93.994,4.857,2022-05-06
667,93.994,4.857,2022-05-26
668,93.994,4.857,2022-05-04
669,93.994,4.857,2022-05-27
670,93.994,4.857,2022-05-21
671,93.994,4.857,2022-05-11
672,93.994,4.857,2022-05-18
673,93.994,4.857,2022-05-14
674,93.994,4.857,2022-05-10
675,93.994,4.857,2022-05-17
676,93.994,4.857,2022-05-12
677,93.994,4.857,2022-05-31
678,93.994,4.857,2022-05-31
679,93.994,4.857,2022-05-28
680,93.994,4.857,2022-05-03
681,93.994,4.857,2022-05-24
682,93.994,4.857,2022-05-13
683,93.994,4.857,2022-05-17
684,93.994,4.857,2022-05-15
685,93.994,4.857,2022-05-19
686,93.994,4.857,2022-05-19
687,93.994,4.857,2022-05-21
688,93.994,4.857,2022-05-27
689,93.994,4.857,2022-05-25
690,93.994,4.857,2022-05-30
691,93.994,4.857,2022-05-30
692,93.994,4.857,2022-05-09
693,93.994,4.857,2022-05-05
694,93.994,4.857,2022-05-19
695,93.994,4.857,2022-05-06
696,93.994,4.857,2022-05-04
697,93.994,4.857,2022-05-09
698,93.994,4.857,2022-05-31
699,93.994,4.857,2022-05-15
700,93.994,4.857,2022-05-26
701,93.994,4.857,2022-05-03
702,93.994,4.857,2022-05-15
703,93.994,4.857,2022-05-23
704,93.994,4.857,2022-05-20
705,93.994,4.857,2022-05-12
706,93.994,4.857,2022-05-12
707,93.994,4.857,2022-05-29
708,93.994,4.857,2022-05-23
709,93.994,4.857,2022-05-31
710,93.994,4.857,2022-05-22
711,93.994,4.857,2022-05-16
712,93.994,4.857,2022-05-29
713,93.994,4.857,2022-05-03
714,93.994,4.857,2022-05-22
715,93.994,4.857,2022-05-21
716,93.994,4.857,2022-05-06
717,93.994,4.857,2022-05-06
718,93.994,4.857,2022-05-02
719,93.994,4.857,2022-05-08
720,93.994,4.857,2022-05-27
721,93.994,4.857,2022-05-11
722,93.994,4.857,2022-05-14
723,93.994,4.857,2022-05-19
724,93.994,4.857,2022-05-22
725,93.994,4.857,2022-05-21
726,93.994,4.857,2022-05-19
727,93.994,4.857,2022-05-03
728,93.994,4.857,2022-05-12
729,93.994,4.857,2022-05-20
730,93.994,4.857,2022-05-26
731,93.994,4.857,2022-05-27
732,93.994,4.857,2022-05-07
733,93.994,4.857,2022-05-17
734,93.994,4.857,2022-05-01
735,93.994,4.857,2022-05-07
736,93.994,4.857,2022-05-29
737,93.994,4.857,2022-05-24
738,93.994,4.857,2022-05-16
739,93.994,4.857,2022-05-29
740,93.994,4.857,2022-05-22
741,93.994,4.857,2022-05-07
742,93.994,4.857,2022-05-06
743,93.994,4.857,2022-05-29
744,93.994,4.857,2022-05-22
745,93.994,4.857,2022-05-28
746,93.994,4.857,2022-05-24
747,93.994,4.857,2022-05-20
748,93.994,4.857,2022-05-08
749,93.994,4.857,2022-05-04
750,93.994,4.857,2022-05-22
751,93.994,4.857,2022-05-10
752,93.994,4.857,2022-05-22
753,93.994,4.857,2022-05-21
754,93.994,4.857,2022-05-11
755,93.994,4.857,2022-05-27
756,93.994,4.856,2022-05-06
757,93.994,4.856,2022-05-15
758,93.994,4.856,2022-05-13
759,93.994,4.856,2022-05-30
760,93.994,4.856,2022-05-16
761,93.994,4.856,2022-05-27
762,93.994,4.856,2022-05-17
763,93.994,4.856,2022-05-07
764,93.994,4.856,2022-05-17
765,93.994,4.856,2022-05-21
766,93.994,4.856,2022-05-30
767,93.994,4.856,2022-05-02
768,93.994,4.856,2022-05-19
769,93.994,4.856,2022-05-29
770,93.994,4.856,2022-05-30
771,93.994,4.856,2022-05-27
772,93.994,4.856,2022-05-16
773,93.994,4.856,2022-05-19
774,93.994,4.856,2022-05-26
775,93.994,4.856,2022-05-21
776,93.994,4.856,2022-05-17
777,93.994,4.856,2022-05-07
778,93.994,4.856,2022-05-14
779,93.994,4.856,2022-05-14
780,93.994,4.856,2022-05-21
781,93.994,4.856,2022-05-23
782,93.994,4.856,2022-05-23
783,93.994,4.856,2022-05-17
784,93.994,4.856,2022-05-13
785,93.994,4.856,2022-05-28
786,93.994,4.856,2022-05-19
787,93.994,4.856,2022-05-10
788,93.994,4.856,2022-05-09
789,93.994,4.856,2022-05-25
790,93.994,4.856,2022-05-17
791,93.994,4.856,2022-05-21
792,93.994,4.856,2022-05-24
793,93.994,4.856,2022-05-02
794,93.994,4.856,2022-05-13
795,93.994,4.856,2022-05-19
796,93.994,4.856,2022-05-12
797,93.994,4.856,2022-05-09
798,93.994,4.856,2022-05-20
799,93.994,4.856,2022-05-14
800,93.994,4.856,2022-05-18
801,93.994,4.856,2022-05-07
802,93.994,4.856,2022-05-04
803,93.994,4.856,2022-05-26
804,93.994,4.856,2022-05-06
805,93.994,4.856,2022-05-22
806,93.994,4.856,2022-05-29
807,93.994,4.856,2022-05-25
808,93.994,4.856,2022-05-28
809,93.994,4.856,2022-05-31
810,93.994,4.856,2022-05-03
811,93.994,4.856,2022-05-22
812,93.994,4.856,2022-05-30
813,93.994,4.856,2022-05-17
814,93.994,4.856,2022-05-25
815,93.994,4.856,2022-05-13
816,93.994,4.856,2022-05-18
817,93.994,4.856,2022-05-03
818,93.994,4.856,2022-05-21
819,93.994,4.856,2022-05-21
